На складе (тонн),Вес 1 шт./кг.,,Цена 1 - 5 т. ,"Цена 5 - 15 т.
",Цена > 15 т. ,Филиал,Наименование,Размер,Длина,Доп. информация/ГОСТ,Категория,Длина
4.39,1575.552,132346.37,84000,84000,84000,НОВОСИБИРСК,Круг Ст20Х,220мм.,,"ГОСТ 2590-06, 4543-16, 3ГП_",Круг_,5.28
11.30,969.800,74674.60,77000,77000,77000,НОВОСИБИРСК,Круг Ст20,220мм.,,"ГОСТ 2590-06, 1050-13, 3ГП_",Круг_,3.25
14.82,1728.595,198788.42,115000,115000,115000,НОВОСИБИРСК,Круг Ст40Х,230мм.,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,5.3
15.85,1402.445,161281.17,115000,115000,115000,НОВОСИБИРСК,Круг Ст40Х,230мм.,,"ГОСТ 2590-06,4543-16, 3ГП_",Круг_,4.3
5.20,1402.445,155671.39,111000,111000,111000,НОВОСИБИРСК,Круг Ст35,230мм.,,"ГОСТ 2590-06, 1050-13, 2ГП_",Круг_,4.3
7.65,1402.445,155671.39,111000,111000,111000,НОВОСИБИРСК,Круг Ст35,230мм.,,"ГОСТ 2590-06,1050-13, 3ГП_",Круг_,4.3
11.19,1630.750,207105.25,127000,127000,127000,НОВОСИБИРСК,Круг Ст30ХГСА,230 мм,,"ГОСТ 2590-06,4543-16, 3ГП_",Круг_,5
24.24,1408.968,178938.94,127000,127000,127000,НОВОСИБИРСК,Круг Ст30ХГСА,230 мм.,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,4.32
13.04,1402.445,155671.39,111000,111000,111000,НОВОСИБИРСК,Круг Ст3,230мм,,"ГОСТ 2590-06, 535-05, 3ГП_",Круг_,4.3
1.67,1124.631,157448.34,140000,140000,140000,НОВОСИБИРСК,Круг Ст25ХГТ,230 мм.,,"ГОСТ 2590-06,4543-16 2ГП_",Круг_,3.45
1.85,905.388,226347.00,250000,250000,250000,НОВОСИБИРСК,Круг Ст20хн3а,230 мм,,"ГОСТ 2590-06, 4543-16, 3ГП_",Круг_,2.85
4.79,1604.284,401071.00,250000,250000,250000,НОВОСИБИРСК,Круг Ст20хн3а,230 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,05.05
9.46,1369.584,241046.85,176000,176000,176000,ЧЕЛЯБИНСК,Круг Ст40ХН2МА,230мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,4.3
4.20,907.748,177010.82,195000,195000,195000,НОВОСИБИРСК,Круг Ст40ХН2МА,230мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,2.85
2.74,1395.848,245669.28,176000,176000,176000,ЧЕЛЯБИНСК,Круг Ст40ХН2МА,230мм,,"ГОСТ 2590-06,4543-16, 3ГП_",Круг_,4.32
7.94,1385.510,270174.41,195000,195000,195000,НОВОСИБИРСК,Круг Ст40ХН2МА,230мм,,"ГОСТ 2590-06,4543-16, 3ГП_",Круг_,4.35
4.21,1392.660,215862.38,155000,155000,155000,ЧЕЛЯБИНСК,Круг Ст40ХН,230 мм,,"ГОСТ2590-06, 4543-16, 2ГП_",Круг_,4.27
0.05,48.922,8316.82,170000,170000,170000,НОВОСИБИРСК,Круг Ст40ХН,230мм,скидка,А_,Круг_,0.15
3.90,926.266,143571.23,155000,155000,155000,ЧЕЛЯБИНСК,Круг Ст40ХН,230мм,,"ГОСТ2590-06, 4543-16, 3ГП_",Круг_,2.84
8.30,1868.839,317702.71,170000,170000,170000,НОВОСИБИРСК,Круг Ст40ХН,230мм,,"ГОСТ2590-06, 4543-16, 3ГП_",Круг_,5.73
2.76,17.255,2501.97,145000,145000,145000,ЧЕЛЯБИНСК,Круг Ст40ХН2МА,22мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,5.95
14.83,17.880,1251.60,70000,70000,70000,НОВОСИБИРСК,Круг Ст40Х,22мм.,,"ГОСТ 2590-06, 4543-16,2ГП_",Круг_,6
6.45,17.880,1180.08,66000,66000,66000,НОВОСИБИРСК,Круг Ст35,22 мм,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,6
2.43,14.602,1416.39,97000,97000,97000,НОВОСИБИРСК,Круг Ст30ХГСА,22мм,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,4.9
34.99,17.880,1180.08,66000,66000,66000,НОВОСИБИРСК,Круг Ст3,22мм,,"ГОСТ 2590-06, 535-05, 2ГП_",Круг_,6
8.55,17.904,1181.66,66000,66000,66000,НОВОСИБИРСК,Круг Ст20,22мм,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,6
3.17,14.453,1384.60,95800,95800,95800,НОВОСИБИРСК,Круг Ст18ХГТ,22 мм.,,"ГОСТ 2590,4543-71",Круг_,4.85
28.16,17.880,1251.60,70000,70000,70000,НОВОСИБИРСК,Круг Ст09Г2С,22 мм.,,"ГОСТ 2590-06, 19281-14,2ГП_",Круг_,6
5.25,1384.460,359959.60,260000,260000,260000,ЧЕЛЯБИНСК,Круг Ст20х2н4а,230 мм,,"ГОСТ 2590-06, 4543-16, 3ГП_",Круг_,4.34
0.66,662.084,56939.27,86000,86000,86000,НОВОСИБИРСК,Круг Ст20Х,230мм.,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,02.03
4.15,1050.203,90317.46,86000,86000,86000,НОВОСИБИРСК,Круг Ст20Х,230мм.,,"ГОСТ 2590-06, 4543-16, 3ГП_",Круг_,3.22
12.13,1402.445,155671.39,111000,111000,111000,НОВОСИБИРСК,Круг Ст20,230мм.,,"ГОСТ 2590-06,1050-13, 3ГП_",Круг_,4.3
6.92,1408.968,156395.45,111000,111000,111000,НОВОСИБИРСК,Круг Ст20,230мм.,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,4.32
04.09,1157.832,147044.73,127000,127000,127000,НОВОСИБИРСК,Круг Ст18ХГТ,230 мм.,,"ГОСТ 2590-06,4543-16, 3ГП_",Круг_,3.55
2.15,1102.387,140003.15,127000,127000,127000,НОВОСИБИРСК,Круг Ст18ХГТ,230 мм.,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,3.38
4.59,1401.727,308379.92,220000,220000,220000,ЧЕЛЯБИНСК,Круг Ст12хн3а,230 мм,,"ГОСТ 2590-06, 4543-16, 3ГП_",Круг_,4.3
6.92,1806.871,178880.23,99000,99000,99000,НОВОСИБИРСК,Круг Ст09Г2С,230мм.,,"ГОСТ 2590-06, 19281-14, 3ГП_",Круг_,5.54
3.61,1702.503,168547.80,99000,99000,99000,НОВОСИБИРСК,Круг Ст09Г2С,230мм.,,"ГОСТ 2590, 19281-89, 2ГП_",Круг_,5.22
14.15,17.880,1180.08,66000,66000,66000,НОВОСИБИРСК,Круг Ст45,22мм.,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,6
9.63,481.670,31790.22,66000,66000,66000,НОВОСИБИРСК,Круг Ст45,125мм.,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,5
13.77,563.530,39447.13,70000,70000,70000,НОВОСИБИРСК,Круг Ст40Х,125мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,5.85
17.31,567.757,37471.96,66000,66000,66000,НОВОСИБИРСК,Круг Ст35,125мм.,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,5.9
12.60,568.371,37512.46,66000,66000,66000,НОВОСИБИРСК,Круг Ст20,125мм.,,"ГОСТ 2590-06, 1050-13, 2ГП_",Круг_,5.9
259.57,523.802,34570.93,66000,66000,66000,НОВОСИБИРСК,Круг Ст45,120мм.,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,5.9
07.02,310.800,43512.00,140000,140000,140000,ЧЕЛЯБИНСК,Круг Ст40ХН2МА,120мм,,"ГОСТ2590-06,4543-16, 2ГП_",Круг_,3.5
4.35,361.335,57813.54,160000,160000,160000,НОВОСИБИРСК,Круг Ст40ХН2МА,120мм,,"ГОСТ2590-06,4543-16, 2ГП_",Круг_,04.07
6.99,505.370,121288.80,240000,240000,240000,НОВОСИБИРСК,Круг Ст12хн3а,130 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,4.85
10.88,625.200,43764.00,70000,70000,70000,НОВОСИБИРСК,Круг Ст09Г2С,130мм.,,"ГОСТ 2590-06, 19281-14, 2ГП_",Круг_,6
6.95,5.328,351.65,66000,66000,66000,НОВОСИБИРСК,Круг Ст45,12мм.,,"ГОСТ 2590-06,1050-13 2ГП_",Круг_,6
6.39,5.328,372.96,70000,70000,70000,НОВОСИБИРСК,Круг Ст40Х,12мм.,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,6
2.97,5.328,351.65,66000,66000,66000,НОВОСИБИРСК,Круг Ст35,12мм.,,"ГОСТ 2590-06,1050-13 2ГП_",Круг_,6
0.96,3.498,339.28,97000,97000,97000,НОВОСИБИРСК,Круг Ст30ХГСА,12мм,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,3.93
19.47,5.328,351.65,66000,66000,66000,НОВОСИБИРСК,Круг Ст3,12мм,,"ГОСТ 2590-06, 535-05, 2ГП_",Круг_,6
4.43,5.328,351.65,66000,66000,66000,НОВОСИБИРСК,Круг Ст20,12мм,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,6
0.04,5.340,373.80,70000,70000,70000,НОВОСИБИРСК,Круг Ст09Г2С,12 мм,,"ГОСТ 2590-06, 19281-14, 2ГП_",Круг_,6
1.30,366.661,51332.60,140000,140000,140000,НОВОСИБИРСК,Круг Ст25ХГТ,120 мм.,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,4.13
2.13,533.400,121615.20,228000,228000,228000,ЧЕЛЯБИНСК,Круг Ст20хн3а,120 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,6
5.41,497.168,119320.32,240000,240000,240000,НОВОСИБИРСК,Круг Ст20хн3а,120 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,5.6
14.99,518.856,124525.44,240000,240000,240000,ЧЕЛЯБИНСК,Круг Ст20х2н4а,120 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,6
5.19,381.754,30540.32,80000,80000,80000,НОВОСИБИРСК,Круг Ст20Х,120мм.,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,4.3
0.01,7.102,250.71,35300,35300,35300,НОВОСИБИРСК,Круг ст20,120мм.,скидка,"ГОСТ2090-06,1050-13, 3ГП_",Круг_,0.08
8.15,519.363,34277.96,66000,66000,66000,НОВОСИБИРСК,Круг Ст20,120мм,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,5.85
6.89,534.456,60393.48,113000,113000,113000,ЧЕЛЯБИНСК,Круг Ст40ХН,120мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,06.02
6.22,536.231,75072.37,140000,140000,140000,НОВОСИБИРСК,Круг Ст40ХН,120мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,06.04
32.59,532.680,37287.60,70000,70000,70000,НОВОСИБИРСК,Круг Ст40Х,120 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,6
0.03,16.861,595.18,35300,35300,35300,НОВОСИБИРСК,Круг ст35,120мм.,скидка,"ГОСТ 2590-06, 1050-13, 2ГП_",Круг_,0.19
4.72,488.290,32227.14,66000,66000,66000,НОВОСИБИРСК,Круг Ст35,120 мм,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,5.5
10.92,532.680,48154.27,90400,90400,90400,НОВОСИБИРСК,Круг Ст30ХГСА,120 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,6
0.02,17.748,626.50,35300,35300,35300,НОВОСИБИРСК,Круг ст3,120мм.,скидка,"ГОСТ 2590, 535-05,2ГП_",Круг_,0.2
10.86,532.680,35156.88,66000,66000,66000,НОВОСИБИРСК,Круг Ст3,120мм,,"ГОСТ 2590-06, 535-05, 2ГП_",Круг_,6
6.60,651.398,42992.27,66000,66000,66000,НОВОСИБИРСК,Круг Ст45,135 мм,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,5.8
16.50,662.629,46384.03,70000,70000,70000,НОВОСИБИРСК,Круг Ст40Х,135мм,,"ГОСТ 2590-06, 4543-16,2ГП_",Круг_,5.9
0.03,26.966,1779.78,66000,66000,66000,НОВОСИБИРСК,Круг Ст20,135мм,скидка,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,0.24
7.23,561.800,37078.80,66000,66000,66000,НОВОСИБИРСК,Круг Ст20,135мм.,,"ГОСТ 2590,1050-88_",Круг_,5
47.08,609.570,40231.62,66000,66000,66000,НОВОСИБИРСК,Круг Ст45,130 мм,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,5.85
0.06,60.900,8830.50,145000,145000,145000,ЧЕЛЯБИНСК,Круг Ст40ХН2МА,130мм,,"ГОСТ2590-06,4543-16, 3ГП_",Круг_,0.58
2.88,281.340,40794.30,145000,145000,145000,ЧЕЛЯБИНСК,Круг Ст40ХН2МА,130мм,,"ГОСТ2590-06,4543-16, 2ГП_",Круг_,2.7
1.38,597.066,101501.22,170000,170000,170000,НОВОСИБИРСК,Круг Ст40ХН2МА,130мм,,"ГОСТ2590-06,4543-16, 2ГП_",Круг_,5.73
4.68,381.858,31312.32,82000,82000,82000,НОВОСИБИРСК,Круг Ст20Х,140мм.,,"ГОСТ 2590-06, 4543-16, 3ГП_",Круг_,3.16
0.01,7.250,255.94,35300,35300,35300,НОВОСИБИРСК,Круг Ст20,140мм.,скидка,"ГОСТ 2590-06,1050-13 2ГП_",Круг_,0.06
8.71,710.539,46895.59,66000,66000,66000,НОВОСИБИРСК,Круг Ст20,140мм.,,"ГОСТ 2590-06,1050-13 3ГП_",Круг_,5.88
6.98,711.687,46971.37,66000,66000,66000,НОВОСИБИРСК,Круг Ст20,140 мм,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,5.9
1.55,349.228,31779.71,91000,91000,91000,НОВОСИБИРСК,Круг Ст18ХГТ,140 мм.,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,2.89
0.03,31.418,2859.07,91000,91000,91000,НОВОСИБИРСК,Круг Ст18ХГТ,140 мм.,скидка,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,0.26
8.94,725.040,65978.64,91000,91000,91000,НОВОСИБИРСК,Круг Ст18ХГТ,140 мм.,,"ГОСТ 2590-06, 4543-16, 3ГП_",Круг_,6
2.90,582.630,139831.15,240000,240000,240000,НОВОСИБИРСК,Круг Ст12хн3а,140 мм,,"ГОСТ 2590-06, 4543-16, 3ГП_",Круг_,4.95
0.88,526.132,126271.78,240000,240000,240000,НОВОСИБИРСК,Круг Ст12хн3а,140 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,4.47
11.05,725.040,50752.80,70000,70000,70000,НОВОСИБИРСК,Круг Ст09Г2С,140мм.,,"ГОСТ 2590-06, 19281-14, 3ГП_",Круг_,6
9.50,610.242,42716.94,70000,70000,70000,НОВОСИБИРСК,Круг Ст09Г2С,140мм.,,"ГОСТ 2590-06, 19281-14, 2ГП_",Круг_,05.05
02.02,626.029,142734.70,228000,228000,228000,ЧЕЛЯБИНСК,Круг Ст20хн3а,130 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,06.07
4.31,599.998,143999.62,240000,240000,240000,НОВОСИБИРСК,Круг Ст20хн3а,130 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,5.8
4.16,619.083,148579.90,240000,240000,240000,ЧЕЛЯБИНСК,Круг Ст20х2н4а,130 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,6.1
0.50,498.076,40842.23,82000,82000,82000,НОВОСИБИРСК,Круг Ст20Х,130мм.,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,4.78
7.84,614.780,40575.48,66000,66000,66000,НОВОСИБИРСК,Круг Ст20,130 мм,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,5.9
17.90,630.410,47280.75,75000,75000,75000,НОВОСИБИРСК,Круг Ст18ХГТ,130 мм.,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,06.05
0.16,155.258,35398.82,228000,228000,228000,ЧЕЛЯБИНСК,Круг Ст12хн3а,130 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,1.49
5.23,629.368,88111.52,140000,140000,140000,НОВОСИБИРСК,Круг Ст40ХН,130мм,,"ГОСТ2590-06, 4543-16, 2ГП_",Круг_,06.04
24.91,604.360,42305.20,70000,70000,70000,НОВОСИБИРСК,Круг Ст40Х,130мм,,"ГОСТ 2590-06, 4543-16,2ГП_",Круг_,5.8
12.44,609.570,40231.62,66000,66000,66000,НОВОСИБИРСК,Круг Ст35,130 мм,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,5.85
16.71,625.200,57643.44,92200,92200,92200,НОВОСИБИРСК,Круг Ст30ХГСА,130мм,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,6
0.01,9.373,330.85,35300,35300,35300,НОВОСИБИРСК,Круг ст3,130мм.,скидка,"ГОСТ 2590, 535-05,2ГП_",Круг_,0.09
15.80,625.200,41263.20,66000,66000,66000,НОВОСИБИРСК,Круг Ст3,130мм,,"ГОСТ 2590-06, 535-05, 2ГП_",Круг_,6
0.92,539.456,43156.45,80000,80000,80000,НОВОСИБИРСК,Круг Ст25ХГТ,130 мм.,,"ГОСТ 2590-88,4543-16_",Круг_,5.18
5.56,401.023,26467.52,66000,66000,66000,НОВОСИБИРСК,Круг Ст20,105мм.,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,5.9
5.21,407.820,28547.40,70000,70000,70000,НОВОСИБИРСК,Круг Ст09Г2С,105мм.,,"ГОСТ 2590-06, 19281-14, 2ГП_",Круг_,6
20.79,369.900,24413.40,66000,66000,66000,НОВОСИБИРСК,Круг Ст45,100мм.,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,6
3.14,342.157,47902.05,140000,140000,140000,ЧЕЛЯБИНСК,Круг Ст40ХН2МА,100мм,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,5.55
05.04,366.817,58690.80,160000,160000,160000,НОВОСИБИРСК,Круг Ст40ХН2МА,100мм,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,5.95
7.90,3.720,260.40,70000,70000,70000,НОВОСИБИРСК,Круг Ст09Г2С,10 мм,,"ГОСТ 2590-06, 19281-14, 2ГП_",Круг_,6
16.39,380.632,25121.71,66000,66000,66000,НОВОСИБИРСК,Круг Ст45,105мм.,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,5.6
1.92,407.820,46083.66,113000,113000,113000,ЧЕЛЯБИНСК,Круг Ст40ХН,105мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,6
32.43,407.820,28547.40,70000,70000,70000,НОВОСИБИРСК,Круг Ст40Х,105мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,6
5.38,407.820,26916.12,66000,66000,66000,НОВОСИБИРСК,Круг Ст35,105мм.,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,6
9.95,400.846,36236.48,90400,90400,90400,НОВОСИБИРСК,Круг Ст30ХГСА,105 мм,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,5.9
3.41,407.838,26917.31,66000,66000,66000,НОВОСИБИРСК,Круг Ст3,105мм,,"ГОСТ 2590-06, 535-05, 2ГП_",Круг_,6
1.78,397.260,90575.28,228000,228000,228000,ЧЕЛЯБИНСК,Круг Ст20хн3а,105 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,6
2.20,374.215,85321.13,228000,228000,228000,ЧЕЛЯБИНСК,Круг Ст20хн3а,100 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,06.07
6.91,319.963,76791.24,240000,240000,240000,НОВОСИБИРСК,Круг Ст20хн3а,100 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,5.19
4.68,323.662,25893.00,80000,80000,80000,НОВОСИБИРСК,Круг Ст20Х,100мм.,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,5.25
12.91,369.900,24413.40,66000,66000,66000,НОВОСИБИРСК,Круг Ст20,100мм,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,6
10.10,369.900,33106.05,89500,89500,89500,НОВОСИБИРСК,Круг Ст18ХГТ,100 мм.,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,6
2.31,338.794,81310.61,240000,240000,240000,НОВОСИБИРСК,Круг Ст12хн3а,100 мм,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,5.55
5.65,369.900,25893.00,70000,70000,70000,НОВОСИБИРСК,Круг Ст09Г2С,100 мм,,"ГОСТ 2590-06, 19281-14, 2ГП_",Круг_,6
0.76,755.102,90612.19,120000,120000,120000,НОВОСИБИРСК,Круг Ст09Г2С,340мм.,"кованный,обточ,УЗК","ГОСТ 8479-70, 19289-14_",Круг_,01.06
05.03,372.982,42147.02,113000,113000,113000,ЧЕЛЯБИНСК,Круг Ст40ХН,100мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,06.05
4.53,371.133,51958.62,140000,140000,140000,НОВОСИБИРСК,Круг Ст40ХН,100мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,06.02
0.01,5.546,210.74,38000,38000,38000,НОВОСИБИРСК,Круг ст40Х,100мм.,скидка,"ГОСТ 2590, 4543-16,2ГП_",Круг_,0.09
27.73,369.900,25893.00,70000,70000,70000,НОВОСИБИРСК,Круг Ст40Х,100мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,6
8.27,369.900,24413.40,66000,66000,66000,НОВОСИБИРСК,Круг Ст35,100мм.,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,6
30.11,369.900,33438.96,90400,90400,90400,НОВОСИБИРСК,Круг Ст30ХГСА,100 мм,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,6
19.54,369.900,24413.40,66000,66000,66000,НОВОСИБИРСК,Круг Ст3,100мм,,"ГОСТ 2590-06, 535-05, 2ГП_",Круг_,6
18.68,448.200,29581.20,66000,66000,66000,НОВОСИБИРСК,Круг Ст45,110 мм,,"ГОСТ 2590-06,1050-13, 2ГП_",Круг_,6
5.67,334.208,46789.12,140000,140000,140000,ЧЕЛЯБИНСК,Круг Ст40ХН2МА,110мм,,"ГОСТ2590-06,4543-16, 2ГП_",Круг_,4.48
4.86,313.320,50131.20,160000,160000,160000,НОВОСИБИРСК,Круг Ст40ХН2МА,110мм,,"ГОСТ2590-06,4543-16, 2ГП_",Круг_,4.2
0.70,253.640,28661.32,113000,113000,113000,ЧЕЛЯБИНСК,Круг Ст40ХН,110мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,3.4
3.72,355.842,49817.88,140000,140000,140000,НОВОСИБИРСК,Круг Ст40ХН,110мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,4.77
8.42,488.290,43701.95,89500,89500,89500,НОВОСИБИРСК,Круг Ст18ХГТ,120 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,5.5
0.02,9.766,1171.90,120000,120000,120000,НОВОСИБИРСК,Круг Ст12хн3а,120 мм,скидка,А_,Круг_,0.11
1.57,532.680,121451.04,228000,228000,228000,ЧЕЛЯБИНСК,Круг Ст12хн3а,120 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,6
2.26,499.831,119959.54,240000,240000,240000,НОВОСИБИРСК,Круг Ст12хн3а,120 мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,5.63
8.86,532.680,37287.60,70000,70000,70000,НОВОСИБИРСК,Круг Ст09Г2С,120мм,,"ГОСТ 2590-06, 19281-14, 2ГП_",Круг_,6
4.62,328.606,37132.50,113000,113000,113000,ЧЕЛЯБИНСК,Круг Ст40ХН,115мм,,"ГОСТ2590-06, 4543-16, 2ГП_",Круг_,04.03
19.88,481.086,33676.02,70000,70000,70000,НОВОСИБИРСК,Круг Ст40Х,115мм,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,5.9
4.75,489.222,44225.67,90400,90400,90400,НОВОСИБИРСК,Круг Ст30ХГСА,115мм,,"ГОСТ 2590-06,4543-16,2ГП_",Круг_,6
3.17,492.260,32489.16,66000,66000,66000,НОВОСИБИРСК,Круг Ст3,115мм,,"ГОСТ 2590-06, 535-05, 2ГП_",Круг_,06.04
6.99,489.240,32289.84,66000,66000,66000,НОВОСИБИРСК,Круг Ст20,115 мм,,"ГОСТ 2590-06, 1050-13, 2ГП_",Круг_,6
8.83,477.009,33390.63,70000,70000,70000,НОВОСИБИРСК,Круг Ст09Г2С,115мм.,,"ГОСТ 2590-06, 19281-14, 2ГП_",Круг_,5.85
3.75,305.860,24468.80,80000,80000,80000,НОВОСИБИРСК,Круг Ст20Х,110мм.,,"ГОСТ 2590-06, 4543-16, 2ГП_",Круг_,4.1
14.36,447.600,29541.60,66000,66000,66000,НОВОСИБИРСК,Круг Ст20,110 мм,,"ГОСТ 2590-06, 1050-13, 2ГП_",Круг_,6
19.24,447.600,33570.00,75000,75000,75000,НОВОСИБИРСК,Круг Ст18ХГТ,110 мм.,,"ГОСТ 2590-06,4543-16, 2ГП_",Круг_,6
